acousticness,$album,$artist,available_markets,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,$track,track_number,valence,y,featuring,remix,with,radio_edit,ost,$link,$Peak_Pos,$WoC,<Phit,$Thit
0.0691,The Hype,Hoodie Allen,62,0.582,230216,0.626,0,9,0.0896,-5.789,0,0.0398,180.065,3,Know It All,2,0.574,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Know%20It%20All/,0,0,0,0
0.132,The Hype,Hoodie Allen,62,0.74,223855,0.695,0,4,0.141,-6.962,0,0.154,89.982,4,All for Me,3,0.387,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/All%20for%20Me/,0,0,0,0
0.271,The Hype,Hoodie Allen,62,0.804,248992,0.657,0,11,0.12,-5.524,0,0.198,140.681,4,Fakin,4,0.523,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Fakin/,0,0,0,0
0.239,The Hype,Hoodie Allen,62,0.782,175069,0.479,0,3,0.297,-7.972,0,0.516,77.575,4,Play the Field,5,0.758,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Play%20the%20Field/,0,0,0,0
0.112,The Hype,Hoodie Allen,62,0.883,178430,0.857,0,1,0.0724,-3.905,0,0.146,131.999,4,Sushi,6,0.732,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Sushi/,0,0,0,0
0.138,The Hype,Hoodie Allen,62,0.762,190036,0.714,0,9,0.0604,-5.352,0,0.275,100.001,4,Ain't Ready,7,0.823,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Ain't%20Ready/,0,0,0,0
0.0043,The Hype,Hoodie Allen,62,0.536,199000,0.691,0,11,0.308,-5.81,0,0.0915,202.048,4,All My Friends,8,0.455,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/All%20My%20Friends/,0,0,0,0
0.0227,The Hype,Hoodie Allen,62,0.84,213650,0.564,0,1,0.0843,-5.64,1,0.293,82.97,4,Mad,9,0.881,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Mad/,0,0,0,0
0.085,The Hype,Hoodie Allen,62,0.805,227793,0.658,0,9,0.458,-4.431,0,0.122,94.983,4,Something Dangerous,10,0.526,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Something%20Dangerous/,0,0,0,0
0.0543,The Hype,Hoodie Allen,62,0.79,141270,0.66,0,7,0.0506,-5.325,0,0.105,94.563,4,Heartbreak,11,0.893,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Heartbreak/,0,0,0,0
0.0395,The Hype,Hoodie Allen,62,0.852,222693,0.572,0,5,0.0765,-5.138,1,0.0612,90.078,4,Runnin' Circles,12,0.472,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Runnin'%20Circles/,0,0,0,0
0.000381,Dig Out Your Soul,Oasis,2,0.419,280413,0.894,0.0274,7,0.596,-2.677,1,0.0379,90.913,4,Bag It Up,1,0.32,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Bag%20It%20Up/,0,0,0,0
0.00872,Dig Out Your Soul,Oasis,2,0.444,304840,0.936,0.0117,7,0.138,-3.239,1,0.0735,119.812,4,The Turning,2,0.177,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/The%20Turning/,0,0,0,0
0.00798,Dig Out Your Soul,Oasis,2,0.409,182987,0.837,0.0017,0,0.176,-3.676,1,0.0494,169.736,4,Waiting For The Rapture,3,0.313,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Waiting%20For%20The%20Rapture/,0,0,0,0
4.13E-05,Dig Out Your Soul,Oasis,2,0.336,299947,0.956,0.598,11,0.374,-2.38,0,0.0889,136.909,4,The Shock Of The Lightning,4,0.0378,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/The%20Shock%20Of%20The%20Lightning/,3,6,0,0
0.00107,Dig Out Your Soul,Oasis,2,0.427,250013,0.622,0.0467,4,0.431,-5.467,0,0.028,77.407,4,I'm Outta Time,5,0.0773,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/I'm%20Outta%20Time/,12,3,0,0
0.0298,Dig Out Your Soul,Oasis,2,0.463,246787,0.837,0.442,0,0.605,-5.207,1,0.0292,78.054,4,(Get Off Your) High Horse Lady,6,0.467,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles//,0,0,0,0
0.00107,Dig Out Your Soul,Oasis,2,0.442,260080,0.965,0.107,6,0.146,-3.003,0,0.0598,130.961,4,Falling Down,7,0.263,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Falling%20Down/,10,4,0,0
0.000366,Dig Out Your Soul,Oasis,2,0.49,275747,0.849,0.206,7,0.221,-3.784,1,0.0329,100.675,4,To Be Where There's Life,8,0.623,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/To%20Be%20Where%20There's%20Life/,0,0,0,0
0.00382,Dig Out Your Soul,Oasis,2,0.376,134813,0.975,0.00316,11,0.123,-3.504,1,0.0797,112.759,3,Ain't Got Nothin',9,0.0772,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Ain't%20Got%20Nothin'/,0,0,0,0
0.00132,Dig Out Your Soul,Oasis,2,0.189,227867,0.835,0.00524,2,0.324,-5.285,1,0.0543,104.459,4,The Nature Of Reality,10,0.0486,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/The%20Nature%20Of%20Reality/,0,0,0,0
0.00102,Dig Out Your Soul,Oasis,2,0.416,290747,0.753,0.715,1,0.12,-4.413,0,0.0328,75.926,4,Soldier On,11,0.639,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Soldier%20On/,0,0,0,0
0.000328,Dig Out Your Soul,Oasis,2,0.482,268133,0.942,0.828,11,0.0966,-3.184,0,0.0304,130.943,4,Falling Down - The Chemical Brothers remix,12,0.321,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Falling%20Down%20-%20The%20Chemical%20Brothers%20remix/,0,0,0,0
0.232,GEMINI,Macklemore,62,0.687,214720,0.768,0,7,0.118,-5.579,0,0.14,81.977,4,Ain't Gonna Die Tonight (feat. Eric Nally),1,0.865,0,TRUE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Ain't%20Gonna%20Die%20Tonight/,0,0,0,0
0.0323,GEMINI,Macklemore,62,0.731,220454,0.794,2.59E-05,0,0.112,-5.126,0,0.0522,139.994,4,Glorious (feat. Skylar Grey),2,0.356,0,TRUE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Glorious/,23,16,0,0
0.0098,GEMINI,Macklemore,62,0.922,261615,0.583,0,5,0.0962,-4.982,1,0.0753,136.043,4,Marmalade (feat. Lil Yachty),3,0.494,0,TRUE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Marmalade/,0,0,0,0
0.0071,GEMINI,Macklemore,62,0.879,222773,0.609,0,4,0.072,-4.943,0,0.114,123.991,4,Willy Wonka (feat. Offset),4,0.569,0,TRUE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Willy%20Wonka/,0,0,0,0
0.274,GEMINI,Macklemore,62,0.808,230507,0.316,1.30E-06,0,0.122,-10.137,1,0.155,78.028,4,Intentions (feat. Dan Caplen),5,0.53,0,TRUE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Intentions/,0,0,0,0
0.446,GEMINI,Macklemore,62,0.712,240507,0.51,2.46E-05,8,0.112,-8.162,1,0.0633,122.964,4,Good Old Days (feat. Kesha),6,0.268,0,TRUE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Good%20Old%20Days/,79,9,0,0
0.122,GEMINI,Macklemore,62,0.812,212773,0.855,1.14E-06,0,0.117,-7.012,0,0.22,115.981,4,Levitate (feat. Otieno Terry),7,0.539,0,TRUE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Levitate/,0,0,0,0
0.158,GEMINI,Macklemore,62,0.701,205533,0.839,0,11,0.0604,-5.072,0,0.201,90.049,4,Firebreather (feat. Reignwolf),8,0.833,0,TRUE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Firebreather/,0,0,0,0
0.00152,GEMINI,Macklemore,62,0.883,208720,0.561,5.86E-06,8,0.0835,-5.494,1,0.127,140.019,4,How to Play the Flute (feat. King Draino),9,0.213,0,TRUE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/How%20to%20Play%20the%20Flute/,0,0,0,0
0.0241,GEMINI,Macklemore,62,0.747,179507,0.577,0.0015,8,0.131,-6.86,1,0.171,130.092,4,Ten Million,10,0.429,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Ten%20Million/,0,0,0,0
0.307,GEMINI,Macklemore,62,0.633,218560,0.469,0,5,0.105,-8.375,0,0.11,120.041,4,Over It (feat. Donna Missal),11,0.193,0,TRUE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Over%20It/,0,0,0,0
0.0345,GEMINI,Macklemore,62,0.773,217280,0.413,0,6,0.09,-9.324,0,0.0673,115.869,4,Zara (feat. Abir),12,0.215,0,TRUE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Zara/,0,0,0,0
0.124,GEMINI,Macklemore,62,0.845,273520,0.425,0,11,0.37,-9.534,1,0.413,145.982,4,Corner Store (feat. Dave B & Travis Thompson),13,0.817,0,TRUE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Corner%20Store/,0,0,0,0
0.847,GEMINI,Macklemore,62,0.635,224640,0.382,8.32E-06,9,0.131,-10.951,0,0.0518,132.975,4,Miracle (feat. Dan Caplen),14,0.554,0,TRUE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Miracle/,0,0,0,0
0.274,GEMINI,Macklemore,62,0.479,250467,0.553,0.000165,5,0.111,-9.753,1,0.209,68.963,4,Church (feat. Xperience),15,0.287,0,TRUE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Church/,0,0,0,0
0.547,GEMINI,Macklemore,62,0.455,236440,0.444,1.42E-06,3,0.13,-11.493,1,0.328,94.684,1,Excavate (feat. Saint Claire),16,0.212,0,TRUE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Excavate/,0,0,0,0
0.64,Always There When I Need You,Salt Cathedral,62,0.694,243720,0.689,1.80E-06,4,0.0776,-5.463,1,0.03,95.008,4,Always There When I Need You,1,0.469,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Always%20There%20When%20I%20Need%20You/,0,0,0,0
0.219,Cry Cry Cry,Wolf Parade,1,0.372,205680,0.868,0.493,2,0.115,-4.964,0,0.0384,124.65,4,Lazurus Online,1,0.564,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Lazurus%20Online/,0,0,0,0
0.0217,Cry Cry Cry,Wolf Parade,1,0.438,219120,0.74,0.113,1,0.105,-3.799,0,0.124,164.928,4,You're Dreaming,2,0.634,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/You're%20Dreaming/,0,0,0,0
0.0193,Cry Cry Cry,Wolf Parade,1,0.404,218947,0.853,4.16E-05,2,0.214,-3.704,1,0.0647,116.6,4,Valley Boy,3,0.426,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Valley%20Boy/,0,0,0,0
0.0263,Cry Cry Cry,Wolf Parade,1,0.34,262800,0.901,0.0219,9,0.0687,-4.43,0,0.0752,148.516,4,Incantation,4,0.442,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Incantation/,0,0,0,0
0.0159,Cry Cry Cry,Wolf Parade,1,0.192,222827,0.745,0.000582,9,0.442,-4.622,1,0.0407,169.314,3,Flies On The Sun,5,0.485,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Flies%20On%20The%20Sun/,0,0,0,0
0.000115,Cry Cry Cry,Wolf Parade,1,0.309,360440,0.888,0.275,2,0.265,-4.342,1,0.0641,120.289,4,Baby Blue,6,0.435,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Baby%20Blue/,0,0,0,0
0.0601,Cry Cry Cry,Wolf Parade,1,0.3,399667,0.869,0.296,0,0.0962,-4.427,1,0.0421,87.7,4,Weaponized,7,0.432,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Weaponized/,0,0,0,0
0.0106,Cry Cry Cry,Wolf Parade,1,0.328,223800,0.923,0.014,1,0.36,-3.589,1,0.0919,159.481,4,Who Are Ya,8,0.568,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Who%20Are%20Ya/,0,0,0,0
0.104,Cry Cry Cry,Wolf Parade,1,0.485,216307,0.882,0.0045,10,0.135,-4.227,0,0.0471,112.009,4,Am I An Alien Here,9,0.431,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Am%20I%20An%20Alien%20Here/,0,0,0,0
0.000377,Cry Cry Cry,Wolf Parade,1,0.326,228160,0.823,0.0465,6,0.103,-3.978,0,0.04,167.326,4,Artificial Life,10,0.646,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Artificial%20Life/,0,0,0,0
0.0293,Cry Cry Cry,Wolf Parade,1,0.241,287520,0.902,0.00357,10,0.387,-3.511,1,0.117,103.444,4,King Of Piss And Paper,11,0.242,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/King%20Of%20Piss%20And%20Paper/,0,0,0,0
0.32,Come Home,Undercover Dream Lovers,62,0.714,290768,0.57,0.48,8,0.273,-6.287,0,0.0233,95.015,4,Come Home,1,0.365,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Come%20Home/,0,0,0,0
0.118,Beautiful Lies,Birdy,1,0.432,229013,0.833,0,9,0.304,-5.49,0,0.121,173.811,4,Growing Pains,1,0.607,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Growing%20Pains/,0,0,0,0
0.406,Beautiful Lies,Birdy,1,0.521,241813,0.643,0.0264,7,0.112,-7.675,0,0.0398,104.936,4,Shadow,2,0.261,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Shadow/,0,0,0,0
0.156,Beautiful Lies,Birdy,1,0.599,208395,0.78,0,11,0.189,-5.033,1,0.0527,122.077,4,Keeping Your Head Up,3,0.526,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Keeping%20Your%20Head%20Up/,57,7,0,0
0.761,Beautiful Lies,Birdy,1,0.455,208840,0.296,0,2,0.0783,-8.513,1,0.0399,171.744,4,Deep End,4,0.3,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Deep%20End/,0,0,0,0
0.046,Beautiful Lies,Birdy,1,0.586,181606,0.745,0,8,0.099,-6.88,1,0.0656,84.734,4,Wild Horses,5,0.763,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Wild%20Horses/,75,3,0,0
0.95,Beautiful Lies,Birdy,1,0.558,227160,0.189,2.62E-05,7,0.109,-12.408,1,0.0355,123.635,4,Lost It All,6,0.145,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Lost%20It%20All/,0,0,0,0
0.635,Beautiful Lies,Birdy,1,0.505,250360,0.468,1.24E-05,1,0.113,-7.653,0,0.0281,84.028,4,Silhouette,7,0.198,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Silhouette/,0,0,0,0
0.528,Beautiful Lies,Birdy,1,0.553,263800,0.671,3.74E-06,5,0.13,-7.067,1,0.112,89.871,4,Lifted,8,0.433,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Lifted/,0,0,0,0
0.528,Beautiful Lies,Birdy,1,0.558,251960,0.487,0,0,0.0867,-7.594,0,0.0338,119.856,4,Take My Heart,9,0.156,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Take%20My%20Heart/,0,0,0,0
0.104,Beautiful Lies,Birdy,1,0.603,241853,0.635,0,6,0.346,-6.318,1,0.0684,171.908,4,Hear You Calling,10,0.49,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Hear%20You%20Calling/,0,0,0,0
0.879,Beautiful Lies,Birdy,1,0.758,217653,0.34,1.17E-05,1,0.117,-8.965,1,0.0335,107.022,4,Words,11,0.444,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Words/,0,0,0,0
0.685,Beautiful Lies,Birdy,1,0.456,214560,0.476,0.0207,7,0.0806,-8.186,0,0.0344,131.555,4,Save Yourself,12,0.188,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Save%20Yourself/,0,0,0,0
0.979,Beautiful Lies,Birdy,1,0.467,265987,0.0554,3.91E-05,6,0.119,-15.277,1,0.0365,71.947,4,Unbroken,13,0.262,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Unbroken/,0,0,0,0
0.918,Beautiful Lies,Birdy,1,0.528,170720,0.133,0,4,0.316,-12.725,0,0.0633,85.654,4,Beautiful Lies,14,0.3,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Beautiful%20Lies/,0,0,0,0
0.411,Lost Whispers,Evanescence,3,0.357,58597,0.336,0.25,7,0.186,-16.302,1,0.0622,179.87,4,Lost Whispers - Intro,1,0.384,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Lost%20Whispers%20-%20Intro/,0,0,0,0
0.866,Lost Whispers,Evanescence,3,0.482,261538,0.32,0.000141,4,0.109,-7.009,0,0.0269,90.028,4,Even In Death - 2016 Version,2,0.0754,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Even%20In%20Death%20-%202016%20Version/,0,0,0,0
0.483,Lost Whispers,Evanescence,3,0.312,255721,0.591,1.53E-06,2,0.359,-5.546,0,0.0315,174.875,4,Missing,3,0.141,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Missing/,0,0,0,0
0.000268,Lost Whispers,Evanescence,3,0.31,239038,0.865,0.0874,9,0.196,-3.817,1,0.0451,170.136,4,Farther Away,4,0.317,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Farther%20Away/,0,0,0,0
0.968,Lost Whispers,Evanescence,3,0.613,228809,0.184,8.44E-06,11,0.118,-8.358,0,0.0274,96.961,4,Breathe No More,5,0.225,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Breathe%20No%20More/,0,0,0,0
0.000155,Lost Whispers,Evanescence,3,0.433,177006,0.867,0.00319,7,0.207,-4.573,0,0.0615,76.639,4,If You Don’t Mind,6,0.33,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/If%20You%20Don’t%20Mind/,0,0,0,0
0.202,Lost Whispers,Evanescence,3,0.446,198612,0.66,0.000631,0,0.123,-5.367,0,0.032,104.047,4,Together Again,7,0.231,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Together%20Again/,0,0,0,0
0.913,Lost Whispers,Evanescence,3,0.343,247060,0.253,0,9,0.274,-8.63,0,0.0338,79.315,4,The Last Song I'm Wasting on You,8,0.244,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/The%20Last%20Song%20I'm%20Wasting%20on%20You/,0,0,0,0
3.65E-05,Lost Whispers,Evanescence,3,0.323,225681,0.906,0.0388,1,0.299,-4.002,1,0.066,155.919,4,A New Way To Bleed,9,0.229,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/A%20New%20Way%20To%20Bleed/,0,0,0,0
0.000174,Lost Whispers,Evanescence,3,0.466,222494,0.958,0.000184,2,0.0958,-4.292,1,0.104,132.127,4,Say You Will,10,0.374,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Say%20You%20Will/,0,0,0,0
0.000392,Lost Whispers,Evanescence,3,0.453,186410,0.929,0.00037,5,0.104,-3.17,0,0.0662,107.089,4,Disappear,11,0.451,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Disappear/,0,0,0,0
0.628,Lost Whispers,Evanescence,3,0.193,234075,0.45,3.67E-05,4,0.09,-6.248,0,0.0308,95.405,3,Secret Door,12,0.0776,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Secret%20Door/,0,0,0,0
0.0799,The Getaway,Red Hot Chili Peppers,62,0.797,250387,0.642,1.19E-05,0,0.371,-8.082,1,0.0725,113.999,4,The Getaway,1,0.678,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/The%20Getaway/,0,0,0,0
0.0722,The Getaway,Red Hot Chili Peppers,62,0.7,302000,0.742,0.0199,5,0.11,-6.777,0,0.0716,91.959,4,Dark Necessities,2,0.21,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Dark%20Necessities/,72,2,0,0
0.116,The Getaway,Red Hot Chili Peppers,62,0.61,200467,0.872,0.147,2,0.152,-5.428,0,0.0422,164.038,4,We Turn Red,3,0.854,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/We%20Turn%20Red/,0,0,0,0
0.319,The Getaway,Red Hot Chili Peppers,62,0.476,211520,0.511,0.000129,8,0.119,-6.25,1,0.0324,148.158,4,The Longest Wave,4,0.334,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/The%20Longest%20Wave/,0,0,0,0
0.104,The Getaway,Red Hot Chili Peppers,62,0.365,268733,0.804,6.58E-05,9,0.15,-5.922,0,0.105,171.597,4,Goodbye Angels,5,0.553,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Goodbye%20Angels/,0,0,0,0
0.183,The Getaway,Red Hot Chili Peppers,62,0.591,221440,0.794,0,4,0.292,-5.935,0,0.069,147.974,4,Sick Love,6,0.877,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Sick%20Love/,0,0,0,0
0.0432,The Getaway,Red Hot Chili Peppers,62,0.852,263800,0.651,0.0192,8,0.158,-6.254,1,0.0411,131.01,4,Go Robot,7,0.957,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Go%20Robot/,0,0,0,0
0.137,The Getaway,Red Hot Chili Peppers,62,0.67,202933,0.75,3.53E-06,6,0.197,-5.502,0,0.0583,82.041,4,Feasting on the Flowers,8,0.875,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Feasting%20on%20the%20Flowers/,0,0,0,0
0.000277,The Getaway,Red Hot Chili Peppers,62,0.439,226640,0.885,0.00367,4,0.372,-4.679,1,0.0625,92.738,4,Detroit,9,0.499,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Detroit/,0,0,0,0
0.016,The Getaway,Red Hot Chili Peppers,62,0.238,215200,0.949,0,8,0.0864,-4.575,1,0.247,87.843,4,This Ticonderoga,10,0.375,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/This%20Ticonderoga/,0,0,0,0
0.672,The Getaway,Red Hot Chili Peppers,62,0.633,254867,0.704,0.179,11,0.105,-7.697,1,0.0276,104.958,4,Encore,11,0.35,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Encore/,0,0,0,0
0.538,The Getaway,Red Hot Chili Peppers,62,0.256,240360,0.523,0.00832,8,0.0849,-5.175,1,0.0294,78.385,4,The Hunter,12,0.312,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/The%20Hunter/,0,0,0,0
0.0122,The Getaway,Red Hot Chili Peppers,62,0.387,369040,0.674,0.0129,0,0.102,-6.623,1,0.0597,139.751,5,Dreams of a Samurai,13,0.282,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Dreams%20of%20a%20Samurai/,0,0,0,0
0.00624,Only The Lonely,Colony House,62,0.385,208547,0.881,8.17E-05,3,0.547,-4.999,1,0.0799,77.237,4,Cannot Do This Alone,1,0.343,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Cannot%20Do%20This%20Alone/,0,0,0,0
0.207,Only The Lonely,Colony House,62,0.547,203240,0.904,0,10,0.0521,-3.639,1,0.117,155.955,3,1234,2,0.674,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/1234/,0,0,0,0
0.0306,Only The Lonely,Colony House,62,0.574,218987,0.775,0.000872,1,0.244,-5.59,0,0.0531,154.068,4,Lonely,3,0.591,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Lonely/,0,0,0,0
0.00279,Only The Lonely,Colony House,62,0.475,206893,0.846,5.61E-06,8,0.292,-5.447,1,0.0728,98.931,4,You & I,4,0.488,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/You%20&%20I/,0,0,0,0
0.133,Only The Lonely,Colony House,62,0.654,283320,0.675,0.00467,1,0.0445,-7.156,1,0.0361,106.991,4,Where Your Father's Been,5,0.811,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Where%20Your%20Father's%20Been/,0,0,0,0
0.0352,Only The Lonely,Colony House,62,0.405,182267,0.963,0,3,0.146,-2.901,1,0.0975,158.121,4,You Know It,6,0.575,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/You%20Know%20It/,0,0,0,0
0.0246,Only The Lonely,Colony House,62,0.226,193467,0.745,8.30E-05,8,0.597,-5.018,1,0.0405,82.548,5,3:20,7,0.428,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/3:20/,0,0,0,0
0.0226,Only The Lonely,Colony House,62,0.436,193680,0.959,1.01E-05,3,0.65,-5.401,1,0.0604,167.928,4,Was It Me,8,0.813,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Was%20It%20Me/,0,0,0,0
0.0532,Only The Lonely,Colony House,62,0.248,34973,0.416,0.984,7,0.669,-15.773,0,0.0355,71.4,5,This Road,9,0.0708,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/This%20Road/,0,0,0,0
