acousticness,album,artist,available_markets,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track,track_number,valence,y,featuring,remix,with,radio_edit,ost,link
0.0848,Love On The Brain,Rihanna,2,0.506,224000,0.641,8.09E-06,4,0.073,-4.815,0,0.0456,171.957,3,Love On The Brain,11,0.385,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Love%20On%20The%20Brain/
0.198,La Bicicleta,Carlos Vives,61,0.736,227707,0.964,2.32E-06,0,0.336,-2.147,1,0.129,179.935,4,La Bicicleta,10,0.945,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/La%20Bicicleta/
0.0573,Too Good,Drake,59,0.804,263373,0.648,3.49E-05,7,0.102,-7.805,1,0.117,117.983,4,Too Good,16,0.385,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Too%20Good/
0.043,Look at Me!,XXXTENTACION,0,0.728,151041,0.735,0,1,0.34,-3.961,1,0.307,139.128,4,Look at Me!,1,0.226,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Look%20at%20Me!/
0.0498,Something Just Like This,Chainsmokers,62,0.617,247160,0.635,1.44E-05,11,0.164,-6.769,0,0.0317,103.019,4,Something Just Like This,5,0.436,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Something%20Just%20Like%20This/
0.142,Traicionera,Sebastian Yatra,59,0.776,228467,0.669,0,11,0.219,-4.933,1,0.0638,91.012,4,Traicionera,1,0.646,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Traicionera/
0.0933,Not Going Home,DVBBS,4,0.713,196307,0.733,2.23E-05,6,0.237,-6.431,1,0.152,108.992,4,Not Going Home,1,0.455,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Not%20Going%20Home/
0.0673,Gyal You A Party Animal - Remix,Charly Black,37,0.723,224320,0.889,0,0,0.363,-4.017,1,0.0939,101.032,4,Gyal You A Party Animal - Remix,1,0.711,1,FALSE,TRUE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Gyal%20You%20A%20Party%20Animal%20-%20Remix/
0.136,No Heart,21 Savage,62,0.906,235040,0.444,6.44E-05,4,0.173,-8.692,0,0.384,140.063,4,No Heart,2,0.68,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/No%20Heart/
0.461,"Helium - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",Sia,56,0.409,252320,0.413,0,4,0.0765,-6.722,1,0.0296,137.02,4,"Helium - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",9,0.124,1,FALSE,FALSE,FALSE,FALSE,TRUE,"http://www.officialcharts.com/search/singles/Helium%20-%20From%20""Fifty%20Shades%20Darker/"
0.687,"i hate u, i love u (feat. olivia o'brien)",gnash,62,0.492,251034,0.275,0,6,0.101,-13.4,0,0.3,92.6,4,"i hate u, i love u (feat. olivia o'brien)",6,0.18,1,TRUE,FALSE,FALSE,FALSE,FALSE,"http://www.officialcharts.com/search/singles/i%20hate%20u,%20i%20love%20u/"
0.255,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,62,0.502,243491,0.786,0,9,0.65,-4.378,0,0.317,169.021,4,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",1,0.734,1,TRUE,FALSE,TRUE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Sucker%20For%20Pain/
0.361,Deja Vu,J. Cole,3,0.653,264747,0.409,0.00012,9,0.189,-11.446,1,0.421,174.324,4,Deja Vu,3,0.181,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Deja%20Vu/
0.562,Fresh Eyes,Andy Grammer,2,0.822,198001,0.544,2.40E-05,0,0.144,-6.797,1,0.0332,122.047,4,Fresh Eyes,1,0.865,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Fresh%20Eyes/
0.0773,Controlla,Drake,59,0.607,245227,0.476,0,10,0.113,-11.076,0,0.249,122.976,5,Controlla,11,0.339,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Controlla/
0.313,7 Years,Lukas Graham,1,0.728,237300,0.489,0,10,0.386,-5.868,1,0.0611,119.816,4,7 Years,1,0.335,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/7%20Years/
0.0398,Capsize,FRENSHIP,62,0.683,237707,0.708,0.155,5,0.686,-6.244,0,0.0305,92.991,4,Capsize,2,0.35,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Capsize/
0.119,Both (feat. Drake),Gucci Mane,62,0.85,190312,0.405,0.000118,7,0.0707,-7.509,0,0.225,139.976,4,Both (feat. Drake),4,0.337,1,TRUE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Both/
0.125,Te Quiero Pa´Mi,Don Omar,59,0.761,211627,0.82,2.10E-05,1,0.183,-4.003,1,0.0623,88.997,4,Te Quiero Pa´Mi,19,0.619,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Te%20Quiero%20Pa´Mi/
0.0752,Work,Rihanna,59,0.725,219320,0.534,0,11,0.0919,-6.238,1,0.0946,91.974,4,Work,4,0.543,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Work/
0.0707,The Mack,Nevada,59,0.707,167038,0.883,0,0,0.23,-4.281,1,0.0602,106.031,4,The Mack,1,0.542,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/The%20Mack/
0.0316,Shout Out to My Ex,Little Mix,62,0.774,246240,0.739,5.95E-06,0,0.119,-4.022,1,0.0952,126.002,4,Shout Out to My Ex,1,0.816,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Shout%20Out%20to%20My%20Ex/
0.08,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,Kungs,59,0.793,195547,0.729,3.10E-05,0,0.317,-4.77,0,0.0394,121.972,4,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,2,0.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/This%20Girl/
0.00479,Sneakin’,Drake,3,0.804,251333,0.56,0,8,0.164,-6.682,1,0.185,85.023,4,Sneakin’,1,0.264,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Sneakin’/
0.0231,Me Rehúso,Danny Ocean,62,0.744,205715,0.804,0,1,0.0494,-6.327,1,0.0677,104.823,4,Me Rehúso,1,0.456,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Me%20Rehúso/
0.107,Needed Me,Rihanna,2,0.688,191600,0.325,0,5,0.0837,-8.083,0,0.251,110.888,4,Needed Me,7,0.274,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Needed%20Me/
0.33,Location,Khalid,62,0.736,219080,0.449,0.000162,1,0.0898,-11.462,0,0.425,80.126,4,Location,3,0.322,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Location/
0.0244,Andas En Mi Cabeza,Chino & Nacho,59,0.68,247493,0.954,0,9,0.112,-1.823,1,0.119,104.029,4,Andas En Mi Cabeza,1,0.524,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Andas%20En%20Mi%20Cabeza/
0.0415,Send My Love (To Your New Lover),Adele,18,0.69,223080,0.524,3.16E-06,6,0.17,-8.39,0,0.103,164.023,4,Send My Love (To Your New Lover),2,0.561,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Send%20My%20Love/
0.336,Hello,Adele,18,0.481,295493,0.451,0,5,0.0872,-6.095,0,0.0347,157.966,4,Hello,1,0.287,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Hello/
0.145,"Bom Bidi Bom - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",Nick Jonas,56,0.468,214760,0.515,0,6,0.132,-6.578,1,0.0665,86.21,4,"Bom Bidi Bom - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",8,0.186,1,FALSE,FALSE,FALSE,FALSE,TRUE,"http://www.officialcharts.com/search/singles/Bom%20Bidi%20Bom%20-%20From%20""Fifty%20Shades%20Darker/"
0.684,Down,Marian Hill,59,0.593,197773,0.362,0.00294,0,0.125,-14.701,0,0.273,169.998,4,Down,1,0.0549,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Down/
0.0159,Tuesday,Burak Yeter,1,0.839,241875,0.645,0.0228,9,0.0569,-6.084,0,0.081,98.972,4,Tuesday,1,0.638,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Tuesday/
0.0312,Chill Bill,Rob $tone,62,0.886,177184,0.427,0.00099,6,0.0906,-10.028,1,0.145,108.034,4,Chill Bill,1,0.236,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Chill%20Bill/
0.156,Cake By The Ocean,DNCE,59,0.774,219147,0.764,0,4,0.0383,-5.445,0,0.0518,118.997,4,Cake By The Ocean,3,0.909,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Cake%20By%20The%20Ocean/
0.0933,Shooting Stars,Bag Raiders,3,0.634,235813,0.711,0.0309,11,0.0823,-6.187,1,0.0457,124.962,4,Shooting Stars,3,0.47,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Shooting%20Stars/
0.076,Shaky Shaky,Daddy Yankee,59,0.899,234320,0.626,0,6,0.0631,-4.228,0,0.292,88.007,4,Shaky Shaky,1,0.871,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Shaky%20Shaky/
0.71,This Town,Niall Horan,59,0.687,232600,0.409,0,9,0.126,-7.751,1,0.0311,111.861,4,This Town,1,0.17,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/This%20Town/
0.336,I Love You,Axwell /\ Ingrosso,59,0.654,191000,0.859,0,0,0.0947,-4.321,1,0.166,114.87,4,I Love You,1,0.724,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/I%20Love%20You/
0.00704,Lose Yourself - Soundtrack Version,Eminem,3,0.698,326467,0.732,0.000647,2,0.359,-4.522,1,0.266,171.431,4,Lose Yourself - Soundtrack Version,6,0.0672,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Lose%20Yourself%20-%20Soundtrack%20Version/
0.0161,Into You,Ariana Grande,58,0.636,244453,0.727,1.12E-06,9,0.151,-5.852,1,0.106,107.988,4,Into You,4,0.364,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Into%20You/
0.114,pick up the phone,Young Thug,62,0.711,252256,0.739,0,7,0.226,-3.804,0,0.129,136.919,4,pick up the phone,11,0.417,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/pick%20up%20the%20phone/
0.105,Love On Me,Galantis,62,0.562,205920,0.906,0,4,0.145,-2.085,1,0.0758,124.146,4,Love On Me,1,0.675,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Love%20On%20Me/
0.105,Some Way,NAV,3,0.748,179773,0.723,0,0,0.0949,-6.213,1,0.347,154.966,4,Some Way,10,0.347,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Some%20Way/
0.337,Low Life,Future,62,0.722,313547,0.331,0.283,8,0.146,-7.789,1,0.0725,143.974,4,Low Life,10,0.102,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Low%20Life/
0.00346,Lean On (feat. MØ & DJ Snake),Major Lazer,41,0.723,176561,0.809,0.00123,7,0.565,-3.081,0,0.0625,98.007,4,Lean On (feat. MØ & DJ Snake),4,0.271,1,TRUE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Lean%20On/
0.804,Let It Go,James Bay,3,0.568,260533,0.293,1.26E-05,1,0.107,-10.253,1,0.0313,147.175,4,Let It Go,3,0.252,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Let%20It%20Go/
0.0375,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,2,0.746,166138,0.877,0.000833,9,0.233,-3.782,0,0.0666,107.985,4,Light It Up (feat. Nyla & Fuse ODG) - Remix,10,0.762,1,TRUE,TRUE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Light%20It%20Up/
0.0857,Light,San Holo,62,0.57,239853,0.763,2.49E-06,1,0.0932,-4.137,1,0.0573,150.088,4,Light,1,0.432,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Light/
0.117,PILLOWTALK,ZAYN,61,0.584,202747,0.7,0,11,0.0939,-4.275,1,0.0456,124.944,4,PILLOWTALK,2,0.425,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/PILLOWTALK/
0.153,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,0,0.779,177095,0.671,1.12E-05,9,0.115,-5.829,1,0.0814,104.953,4,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),1,0.711,1,TRUE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Steady%201234/
0.0724,Chillax,Farruko,62,0.827,197840,0.646,0,1,0.247,-4.727,0,0.0766,92.057,4,Chillax,8,0.51,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Chillax/
0.025,Thumbs,Sabrina Carpenter,59,0.721,216467,0.722,0,8,0.0889,-3.56,1,0.0577,135.118,4,Thumbs,3,0.122,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Thumbs/
0.126,Love$ick,Mura Masa,58,0.665,192160,0.771,0.00449,1,0.27,-5.124,0,0.14,88.835,4,Love$ick,1,0.758,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Love$ick/
0.014,Final Song,MØ,62,0.695,235827,0.672,8.44E-05,1,0.0756,-6.109,0,0.0345,104.988,4,Final Song,1,0.272,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Final%20Song/
0.216,White Iverson,Post Malone,3,0.674,256533,0.568,0,7,0.0863,-7.678,1,0.0349,130.081,4,White Iverson,6,0.337,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/White%20Iverson/
0.0786,DUELE EL CORAZON,Enrique Iglesias,62,0.724,200813,0.904,0,8,0.226,-3.354,0,0.0966,90.999,4,DUELE EL CORAZON,1,0.851,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/DUELE%20EL%20CORAZON/
0.0225,The Ocean,Mike Perry,62,0.632,183414,0.575,1.81E-06,5,0.104,-6.478,1,0.029,90.037,4,The Ocean,1,0.229,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/The%20Ocean/
0.307,Slippery (feat. Gucci Mane),Migos,61,0.92,304041,0.674,0,1,0.104,-5.662,0,0.264,141.967,4,Slippery (feat. Gucci Mane),6,0.737,1,TRUE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Slippery/
0.491,All I Need,Joakim Lundell,59,0.698,184000,0.833,0,1,0.106,-4.868,1,0.347,94.99,4,All I Need,1,0.475,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/All%20I%20Need/
0.00868,Hymn For The Weekend - Seeb Remix,Coldplay,2,0.565,212647,0.849,4.68E-06,0,0.12,-3.516,0,0.0517,102.034,4,Hymn For The Weekend - Seeb Remix,13,0.43,1,FALSE,TRUE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Hymn%20For%20The%20Weekend%20-%20Seeb%20Remix/
0.423,Super Trapper,Future,62,0.816,230129,0.414,0,1,0.125,-7.953,1,0.119,150.008,4,Super Trapper,5,0.197,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Super%20Trapper/
0.851,Dancing On My Own,Calum Scott,59,0.608,260004,0.174,1.92E-05,1,0.0855,-8.796,1,0.0332,112.175,4,Dancing On My Own,1,0.198,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Dancing%20On%20My%20Own/
0.385,Let Her Go,Passenger,8,0.509,252867,0.538,0,7,0.104,-7.335,1,0.0572,75.089,4,Let Her Go,2,0.242,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Let%20Her%20Go/
0.132,Borro Cassette,Maluma,62,0.73,207307,0.701,0,5,0.151,-5.885,0,0.106,175.95,4,Borro Cassette,1,0.789,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Borro%20Cassette/
0.922,All of Me,John Legend,1,0.422,269560,0.264,0,8,0.132,-7.064,1,0.0322,119.93,4,All of Me,6,0.331,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/All%20of%20Me/
0.0861,The Hills,Weeknd,59,0.356,242253,0.567,0,0,0.137,-7.011,0,0.0798,135.553,5,The Hills,5,0.116,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/The%20Hills/
0.0152,Stitches,Shawn Mendes,58,0.746,206880,0.754,0,1,0.0486,-6.681,1,0.067,149.882,4,Stitches,2,0.762,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Stitches/
0.453,Fast Car,Jonas Blue,59,0.459,212424,0.587,0,9,0.307,-6.983,1,0.0785,113.901,4,Fast Car,1,0.564,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Fast%20Car/
0.0748,'Till I Collapse,Eminem,59,0.551,297893,0.851,0,1,0.0784,-3.277,1,0.197,171.411,4,'Till I Collapse,18,0.0991,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/'Till%20I%20Collapse/
0.0479,Shining,DJ Khaled,61,0.773,283253,0.81,4.45E-06,2,0.271,-5.171,0,0.116,112.002,4,Shining,2,0.547,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Shining/
0.0454,Magic,Thomas Gold,2,0.62,170502,0.87,0.000731,8,0.0974,-5.174,1,0.0494,105.05,4,Magic,1,0.457,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Magic/
0.947,Same Drugs,Chance Rapper,62,0.461,257775,0.293,9.95E-06,6,0.0936,-9.52,1,0.0555,180.297,4,Same Drugs,6,0.515,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Same%20Drugs/
0.581,Shape of You,Ed Sheeran,62,0.825,233713,0.652,0,1,0.0931,-3.183,0,0.0802,95.977,4,Shape of You,4,0.931,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Shape%20of%20You/
0.0498,Something Just Like This,Chainsmokers,62,0.617,247160,0.635,1.44E-05,11,0.164,-6.769,0,0.0317,103.019,4,Something Just Like This,5,0.436,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Something%20Just%20Like%20This/
0.119,It Ain't Me (with Selena Gomez),Kygo,61,0.64,220781,0.533,0,0,0.0864,-6.596,1,0.0706,99.968,4,It Ain't Me (with Selena Gomez),1,0.5,1,FALSE,FALSE,TRUE,FALSE,FALSE,http://www.officialcharts.com/search/singles/It%20Ain't%20Me/
0.0631,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,59,0.735,245200,0.451,1.30E-05,0,0.325,-8.374,1,0.0585,117.973,4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",1,0.0854,1,FALSE,FALSE,FALSE,FALSE,TRUE,http://www.officialcharts.com/search/singles/I%20Don’t%20Wanna%20Live%20Forever/
0.0215,Paris,Chainsmokers,62,0.653,221507,0.658,1.66E-06,2,0.0939,-6.428,1,0.0304,99.99,4,Paris,8,0.212,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Paris/
0.209,Despacito (Featuring Daddy Yankee),Luis Fonsi,59,0.66,228200,0.786,0,2,0.112,-4.757,1,0.17,177.833,4,Despacito (Featuring Daddy Yankee),1,0.849,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Despacito/
0.0895,Scared to Be Lonely,Martin Garrix,62,0.584,220883,0.54,0,1,0.261,-7.786,0,0.0576,137.972,4,Scared to Be Lonely,1,0.19,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Scared%20to%20Be%20Lonely/
0.0733,Chained To The Rhythm,Katy Perry,59,0.448,237734,0.801,0,0,0.146,-5.363,1,0.165,189.798,4,Chained To The Rhythm,9,0.477,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Chained%20To%20The%20Rhythm/
0.368,Issues,Julia Michaels,58,0.683,176347,0.427,0,8,0.0604,-6.827,1,0.0777,113.634,4,Issues,1,0.431,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Issues/
0.406,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,62,0.72,251088,0.763,0,9,0.18,-4.068,0,0.0523,101.965,4,Rockabye (feat. Sean Paul & Anne-Marie),1,0.748,1,TRUE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Rockabye/
0.0232,Castle on the Hill,Ed Sheeran,62,0.461,261154,0.834,1.14E-05,2,0.14,-4.868,1,0.0989,135.007,4,Castle on the Hill,2,0.471,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Castle%20on%20the%20Hill/
0.427,I Feel It Coming,Weeknd,2,0.768,269187,0.813,0,0,0.102,-5.94,0,0.128,92.994,4,I Feel It Coming,18,0.576,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/I%20Feel%20It%20Coming/
0.695,Say You Won't Let Go,James Arthur,60,0.358,211467,0.557,0,10,0.0902,-7.398,1,0.059,85.043,4,Say You Won't Let Go,2,0.475,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Say%20You%20Won't%20Let%20Go/
0.013,That's What I Like,Bruno Mars,62,0.853,206693,0.56,0,1,0.0944,-4.961,1,0.0406,134.066,4,That's What I Like,4,0.86,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/That's%20What%20I%20Like/
0.414,Closer,Chainsmokers,62,0.748,244960,0.524,0,8,0.111,-5.599,1,0.0338,95.01,4,Closer,1,0.635,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Closer/
0.0623,Call On Me - Ryan Riback Extended Remix,Starley,2,0.676,222041,0.843,0.000752,0,0.181,-4.068,1,0.0367,105.003,4,Call On Me - Ryan Riback Extended Remix,6,0.725,1,FALSE,TRUE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Call%20On%20Me%20-%20Ryan%20Riback%20Extended%20Remix/
0.498,Slide,Calvin Harris,62,0.736,230813,0.795,1.21E-06,1,0.254,-3.299,0,0.0545,104.066,4,Slide,1,0.508,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Slide/
0.165,Starboy,Weeknd,59,0.681,230453,0.594,3.49E-06,7,0.134,-7.028,1,0.282,186.054,4,Starboy,1,0.51,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Starboy/
0.0524,Believer,Imagine Dragons,59,0.779,204347,0.787,0,10,0.14,-4.305,0,0.108,124.982,4,Believer,3,0.7,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Believer/
0.139,Cold,Maroon 5,59,0.703,234308,0.715,0,9,0.0456,-6.285,0,0.114,99.924,4,Cold,1,0.495,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Cold/
0.061,Bad and Boujee (feat. Lil Uzi Vert),Migos,61,0.927,343150,0.665,0,11,0.123,-5.313,1,0.244,127.076,4,Bad and Boujee (feat. Lil Uzi Vert),4,0.166,1,TRUE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Bad%20and%20Boujee/
0.232,Stay (with Alessia Cara),Zedd,59,0.679,210091,0.634,0,5,0.115,-5.024,0,0.0654,102.013,4,Stay (with Alessia Cara),1,0.503,1,FALSE,FALSE,TRUE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Stay/
0.105,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,41,0.803,203180,0.743,2.12E-06,1,0.099,-3.602,0,0.0681,108.005,4,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),1,0.674,1,TRUE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Run%20Up/
0.157,"How Far I'll Go - From ""Moana""",Alessia Cara,29,0.314,175517,0.555,0.000108,9,0.067,-9.601,1,0.37,179.666,4,"How Far I'll Go - From ""Moana""",1,0.156,1,FALSE,FALSE,FALSE,FALSE,FALSE,"http://www.officialcharts.com/search/singles/How%20Far%20I'll%20Go%20-%20From%20""Moana""/"
0.378,iSpy (feat. Lil Yachty),KYLE,62,0.746,253107,0.653,0,7,0.229,-6.745,1,0.289,75.016,4,iSpy (feat. Lil Yachty),1,0.663,1,TRUE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/iSpy/
0.187,Chantaje,Shakira,60,0.852,195840,0.773,3.05E-05,8,0.159,-2.921,0,0.0776,102.034,4,Chantaje,3,0.908,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Chantaje/
0.00383,Just Hold On,Steve Aoki,58,0.647,198774,0.932,1.50E-06,11,0.0574,-3.515,1,0.0824,114.991,4,Just Hold On,1,0.387,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Just%20Hold%20On/
0.0435,Solo Dance,Martin Jensen,45,0.744,174933,0.836,0,6,0.194,-2.396,0,0.0507,114.965,4,Solo Dance,1,0.354,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Solo%20Dance/
0.21,Bad Things (with Camila Cabello),Machine Gun Kelly,3,0.675,239293,0.69,0,2,0.287,-4.761,1,0.132,137.817,4,Bad Things (with Camila Cabello),10,0.277,1,FALSE,FALSE,TRUE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Bad%20Things/
